28
23,243,33,241,43,239,53,237,63,235,73,233,83,232,106,262,96,264,86,266,76,268,66,270,56,272,46,274,"A"
105,223,119,220,134,217,149,215,163,212,178,209,193,207,213,234,198,237,184,240,170,243,156,246,142,249,128,253,"lot"
217,198,226,196,235,195,244,194,253,192,262,191,271,190,292,218,283,219,274,221,266,222,257,224,248,225,240,227,"of"
49,280,111,264,173,249,235,233,297,218,359,202,422,187,452,218,388,233,324,249,261,265,197,281,133,297,70,313,"transportation"
73,318,82,316,92,314,102,312,112,310,122,308,132,306,153,339,143,341,134,343,124,345,115,347,105,349,96,351,"is"
161,298,193,289,225,281,257,273,289,265,321,257,353,249,377,280,345,288,313,296,281,304,249,312,217,320,186,329,"powered"
379,242,388,239,397,237,406,235,415,232,424,230,433,228,456,259,447,261,438,263,430,265,421,267,412,269,404,272,"by"
101,361,110,358,120,355,130,353,140,350,150,347,160,345,183,377,173,379,163,382,154,384,144,387,134,389,125,392,"an"
189,337,220,328,252,320,284,312,316,304,348,296,380,288,403,317,371,325,339,334,307,343,275,351,243,360,211,369,"engine"
410,277,426,272,443,268,460,263,477,259,494,254,511,250,536,277,519,282,502,287,485,293,468,298,451,303,435,309,"from"
127,402,156,394,186,386,215,378,245,370,274,362,304,355,329,389,299,397,270,405,241,413,211,421,182,429,153,438,"planes"
334,346,342,343,351,341,360,339,369,337,378,335,387,333,410,364,401,366,392,368,384,370,375,372,366,374,358,377,"to"
156,449,195,437,234,426,274,414,313,403,352,391,392,380,417,413,378,424,339,436,300,447,261,459,222,470,183,482,"tractors"
396,377,409,373,422,369,436,366,449,362,462,358,476,355,500,386,486,390,473,394,460,398,446,402,433,406,420,410,"..."
467,134,479,131,491,128,503,125,515,122,527,119,539,116,567,142,555,145,543,148,531,152,519,155,507,158,495,162,"..."
563,108,574,105,586,102,597,99,609,96,620,93,632,90,656,114,644,117,633,120,621,124,610,127,598,130,587,134,"but"
652,83,670,78,688,73,706,69,724,64,742,59,760,55,786,80,768,84,750,89,732,94,714,98,696,103,678,108,"bikes"
500,168,511,164,523,161,535,157,547,154,559,150,571,147,597,172,585,176,574,180,563,184,551,188,540,192,529,196,"are"
594,139,620,131,646,124,672,117,698,109,724,102,751,95,777,118,751,126,725,134,699,142,673,150,647,158,621,167,""people"
534,202,564,192,595,182,626,173,656,163,687,153,718,144,744,169,713,179,682,189,651,199,620,209,589,219,559,229,"powered""
736,138,746,134,757,131,768,128,779,124,790,121,801,118,826,142,815,145,805,149,794,152,784,156,773,159,763,163,"and"
565,234,592,225,620,217,647,208,675,200,702,191,730,183,757,210,729,218,702,227,675,235,647,244,620,252,593,261,"gliders"
750,175,764,170,778,166,792,161,806,157,820,152,834,148,861,174,847,178,833,183,819,188,805,192,791,197,778,202,"rise"
597,268,605,265,613,263,622,260,630,258,638,255,647,253,673,281,665,283,658,286,650,289,643,292,635,295,628,298,"on"
670,245,699,235,729,225,759,216,789,206,819,196,849,187,880,212,850,222,820,232,790,243,760,253,730,263,700,274,"currents"
869,180,876,178,883,176,891,174,898,172,905,170,913,168,937,192,930,194,923,197,917,199,910,202,903,204,897,207,"on"
632,305,648,299,664,294,681,289,697,283,713,278,730,273,760,302,743,307,726,312,710,318,693,323,676,328,660,334,"warm"
752,265,768,260,784,255,800,250,816,245,832,240,849,235,877,262,860,267,844,272,828,277,811,282,795,287,779,292,"air."
