28
133,63,148,63,163,63,178,63,193,63,208,63,224,63,224,115,208,115,193,115,178,115,163,115,148,115,133,115,"the"
256,64,286,64,317,64,347,64,378,64,408,64,439,64,439,115,408,115,378,115,347,115,317,115,286,115,256,115,"lord's"
470,64,500,64,531,64,562,64,592,64,623,64,654,64,654,115,623,115,592,115,562,115,531,115,500,115,470,115,"prayer"
685,65,720,65,756,65,792,65,827,65,863,65,899,65,899,117,863,117,827,117,792,117,756,117,720,117,685,117,"braille"
957,71,977,71,997,71,1018,71,1038,71,1058,71,1079,71,1079,122,1058,122,1038,122,1018,122,997,122,977,122,957,122,"type"
47,167,61,167,76,167,91,167,105,167,120,167,135,167,135,218,120,218,105,218,91,218,76,218,61,218,47,218,"our"
164,166,194,166,224,166,254,166,284,166,314,166,345,166,345,214,314,214,284,214,254,214,224,214,194,214,164,214,"father"
378,165,403,165,429,165,454,165,480,165,505,165,531,165,531,214,505,214,480,214,454,214,429,214,403,214,378,214,"which"
564,163,578,163,593,163,608,163,622,163,637,163,652,163,652,214,637,214,622,214,608,214,593,214,578,214,564,214,"art"
686,168,695,168,705,168,715,168,725,168,735,168,745,168,745,217,735,217,725,217,715,217,705,217,695,217,686,217,"in"
778,170,808,170,838,170,869,170,899,170,929,170,960,170,960,221,929,221,899,221,869,221,838,221,808,221,778,221,"heaven"
990,174,1009,174,1029,174,1049,174,1069,174,1089,174,1109,174,1109,223,1089,223,1069,223,1049,223,1029,223,1009,223,990,223,"hal-"
45,268,69,268,93,268,118,268,142,268,166,268,191,268,191,318,166,318,142,318,118,318,93,318,69,318,45,318,"lowed"
222,265,232,265,242,265,252,265,262,265,272,265,282,265,282,319,272,319,262,319,252,319,242,319,232,319,222,319,"be"
313,265,329,265,345,265,361,265,377,265,393,265,409,265,409,317,393,317,377,317,361,317,345,317,329,317,313,317,"thy"
622,267,637,267,653,267,669,267,684,267,700,267,716,267,716,319,700,319,684,319,669,319,653,319,637,319,622,319,"thy"
746,270,786,270,826,270,867,270,907,270,947,270,988,270,988,323,947,323,907,323,867,323,826,323,786,323,746,323,"kingdom"
1020,276,1039,276,1059,276,1079,276,1099,276,1119,276,1139,276,1139,326,1119,326,1099,326,1079,326,1059,326,1039,326,1020,326,"come"
41,368,55,368,70,368,85,368,99,368,114,368,129,368,129,417,114,417,99,417,85,417,70,417,55,417,41,417,"thy"
159,367,177,367,196,367,215,367,234,367,253,367,272,367,272,419,253,419,234,419,215,419,196,419,177,419,159,419,"will"
314,367,324,367,334,367,345,367,355,367,365,367,376,367,376,419,365,419,355,419,345,419,334,419,324,419,314,419,"be"
408,368,428,368,448,368,469,368,489,368,509,368,530,368,530,419,509,419,489,419,469,419,448,419,428,419,408,419,"done"
561,371,571,371,582,371,592,371,603,371,613,371,624,371,624,419,613,419,603,419,592,419,582,419,571,419,561,419,"in"
654,370,679,370,704,370,730,370,755,370,780,370,806,370,806,422,780,422,755,422,730,422,704,422,679,422,654,422,"earth"
836,370,846,370,857,370,867,370,878,370,888,370,899,370,899,423,888,423,878,423,867,423,857,423,846,423,836,423,"as"
928,373,938,373,948,373,959,373,969,373,979,373,990,373,990,425,979,425,969,425,959,425,948,425,938,425,928,425,"it"
1020,377,1030,377,1040,377,1050,377,1060,377,1070,377,1080,377,1080,427,1070,427,1060,427,1050,427,1040,427,1030,427,1020,427,"is"
441,267,465,267,489,267,513,267,537,267,561,267,585,267,585,320,561,320,537,320,513,320,489,320,465,320,441,320,"name"
