14
584,134,601,130,618,127,636,124,653,120,670,117,688,114,703,138,684,140,666,143,648,146,629,149,611,152,593,155,"DK"
710,108,742,101,774,95,806,89,838,83,870,77,902,71,914,94,881,100,849,106,817,112,785,118,753,124,721,130,"Braille"
616,312,622,322,628,332,635,342,641,352,647,362,654,372,648,402,641,392,635,382,629,373,623,363,617,353,611,344,"On"
661,387,666,395,672,404,678,413,683,421,689,430,695,439,690,473,683,464,677,455,671,446,665,437,659,428,653,419,"the"
706,461,713,474,721,487,729,500,736,513,744,526,752,539,740,572,732,558,725,545,717,532,710,519,702,506,695,493,"move"
801,624,810,639,819,655,828,671,837,687,846,703,855,719,848,752,838,736,829,720,820,704,810,688,801,672,792,657,"DK"
870,745,882,766,895,787,908,808,920,829,933,850,946,871,937,912,923,889,910,867,897,845,884,823,871,801,858,779,"Brai"
1308,675,1323,669,1339,663,1355,658,1371,652,1387,646,1403,641,1431,681,1414,686,1398,692,1382,697,1365,703,1349,708,1333,714,"On"
1428,632,1442,627,1456,622,1470,617,1484,612,1498,607,1513,602,1535,638,1521,642,1507,647,1494,652,1480,657,1466,662,1453,667,"the"
1533,596,1551,589,1569,582,1587,575,1605,568,1623,561,1642,555,1665,594,1647,600,1629,606,1611,612,1593,618,1575,624,1558,631,"move"
1258,899,1308,878,1358,858,1409,837,1459,817,1509,796,1560,776,1589,825,1538,844,1488,864,1437,884,1387,904,1336,924,1286,944,"Knowledge"
1579,768,1594,762,1610,756,1626,750,1642,744,1658,738,1674,733,1701,776,1685,781,1669,787,1653,793,1637,798,1621,804,1605,810,"you"
1690,723,1704,717,1718,711,1732,706,1746,700,1760,694,1775,689,1806,734,1791,740,1777,746,1762,752,1748,758,1733,764,1719,770,"can"
1797,684,1813,677,1829,671,1845,664,1861,658,1877,651,1893,645,1920,686,1904,691,1888,697,1873,703,1857,709,1841,715,1826,721,"touc"
