28
67,229,77,227,87,225,97,223,107,221,117,219,128,218,148,250,138,251,128,253,119,255,109,257,99,259,90,261,"A"
148,212,162,208,176,205,191,201,205,198,219,194,234,191,256,222,242,225,228,228,214,231,200,234,186,237,172,241,"lot"
259,185,268,182,277,180,286,178,295,176,304,174,313,172,335,204,326,205,317,207,308,209,299,211,290,213,282,215,"of"
90,268,153,252,216,236,279,221,342,205,405,189,469,174,493,204,429,220,365,236,301,252,237,268,173,284,110,301,"transportation"
112,308,122,305,133,303,143,300,154,298,164,295,175,293,199,326,189,328,179,331,169,334,159,336,149,339,139,342,"is"
204,285,235,276,267,268,299,260,331,252,363,244,395,236,417,266,385,274,353,283,321,291,289,300,257,308,226,317,"powered"
423,226,431,223,440,221,449,219,457,217,466,215,475,213,499,246,490,248,481,250,472,252,463,254,454,256,446,258,"by"
139,348,149,345,160,342,170,339,181,336,191,333,202,331,226,366,215,368,205,371,195,374,185,377,175,380,165,383,"an"
230,324,261,315,293,306,325,298,356,289,388,280,420,272,443,303,410,312,378,321,346,330,314,339,282,348,250,358,"engine"
451,263,468,258,485,253,502,248,519,243,536,238,554,234,580,264,562,269,544,274,527,279,509,284,491,289,474,294,"from"
171,389,200,381,229,373,259,365,288,357,317,349,347,342,373,375,343,383,314,392,284,401,255,409,225,418,196,427,"planes"
377,331,386,328,395,326,404,324,413,322,422,320,432,318,456,351,446,353,437,355,428,357,419,359,410,361,401,363,"to"
199,435,238,423,277,411,317,400,356,388,395,376,435,365,460,399,420,410,381,422,342,434,302,446,263,458,224,470,"tractors"
442,364,455,360,468,356,481,352,494,348,507,344,520,341,544,375,530,378,517,382,503,386,490,390,476,394,463,398,"..."
512,120,524,117,536,114,548,111,560,108,572,105,584,102,612,128,599,131,587,135,574,138,562,142,549,145,537,149,"..."
603,95,614,91,626,88,638,85,650,81,662,78,674,75,698,102,686,105,675,108,664,112,653,115,642,118,631,122,"but"
696,70,713,65,731,60,749,55,766,50,784,45,802,40,828,68,810,72,792,77,774,82,756,86,738,91,721,96,"bikes"
542,155,554,151,567,147,579,144,592,140,604,136,617,133,639,159,627,162,615,166,603,170,591,173,579,177,568,181,"are"
637,125,663,117,690,110,716,102,743,95,769,87,796,80,820,104,794,112,768,120,742,128,716,136,690,144,665,152,""people"
574,187,605,177,636,168,667,158,698,149,729,139,761,130,789,157,757,166,726,176,695,185,664,195,633,204,602,214,"powered""
780,122,791,119,802,116,813,113,824,110,835,107,846,104,872,131,861,133,850,136,839,139,828,142,817,145,807,148,"and"
608,221,635,212,662,203,690,195,717,186,744,177,772,169,800,197,772,205,744,214,716,222,688,231,660,239,632,248,"gliders"
792,162,806,157,820,153,834,148,848,144,862,139,876,135,904,162,890,166,876,170,862,174,848,178,834,182,820,187,"rise"
641,256,649,253,657,250,665,247,673,244,681,241,689,239,717,271,709,273,702,275,695,278,687,280,680,282,673,285,"on"
713,232,743,222,773,212,803,202,833,192,863,182,893,173,922,201,891,211,861,221,831,231,801,241,771,251,741,261,"currents"
914,166,921,164,928,162,935,160,942,158,949,156,956,154,983,181,976,183,969,185,962,187,955,189,948,191,941,193,"of"
677,291,693,285,709,280,726,274,742,269,758,263,775,258,800,288,783,293,767,298,751,304,735,309,719,314,703,320,"warm"
794,248,809,243,824,238,839,233,854,228,869,223,885,219,914,250,898,255,882,260,866,265,850,270,834,275,819,280,"air."
