16
175,361,195,361,215,361,235,361,255,361,275,361,296,361,296,446,275,446,255,446,235,446,215,446,195,446,175,446,"ab"
411,359,460,359,509,359,558,359,607,359,656,359,705,359,705,450,656,450,607,450,558,450,509,450,460,450,411,450,"about"
927,374,955,374,983,374,1011,374,1039,374,1067,374,1095,374,1095,455,1067,455,1039,455,1011,455,983,455,955,455,927,455,"abv"
1200,375,1248,375,1296,375,1344,375,1392,375,1440,375,1489,375,1489,462,1440,462,1392,462,1344,462,1296,462,1248,462,1200,462,"above"
164,553,186,553,208,553,230,553,252,553,274,553,296,553,296,632,274,632,252,632,230,632,208,632,186,632,164,632,"ac"
395,556,484,556,574,556,663,556,753,556,842,556,932,556,932,641,842,641,753,641,663,641,574,641,484,641,395,641,"according"
1147,556,1176,556,1206,556,1236,556,1266,556,1296,556,1326,556,1326,645,1296,645,1266,645,1236,645,1206,645,1176,645,1147,645,"acr"
1434,565,1488,565,1542,565,1597,565,1651,565,1705,565,1760,565,1760,647,1705,647,1651,647,1597,647,1542,647,1488,647,1434,647,"across"
154,753,174,753,194,753,215,753,235,753,255,753,276,753,276,835,255,835,235,835,215,835,194,835,174,835,154,835,"af"
404,748,452,748,501,748,550,748,598,748,647,748,696,748,696,838,647,838,598,838,550,838,501,838,452,838,404,838,"after"
1156,751,1184,751,1213,751,1242,751,1271,751,1300,751,1329,751,1329,838,1300,838,1271,838,1242,838,1213,838,1184,838,1156,838,"afn"
1441,753,1520,753,1600,753,1679,753,1759,753,1838,753,1918,753,1918,842,1838,842,1759,842,1679,842,1600,842,1520,842,1441,842,"afternoon"
150,952,181,952,212,952,243,952,274,952,305,952,336,952,336,1038,305,1038,274,1038,243,1038,212,1038,181,1038,150,1038,"afw"
457,946,546,946,635,946,724,946,813,946,902,946,991,946,991,1038,902,1038,813,1038,724,1038,635,1038,546,1038,457,1038,"afterward"
1150,950,1171,950,1192,950,1213,950,1234,950,1255,950,1276,950,1276,1035,1255,1035,1234,1035,1213,1035,1192,1035,1171,1035,1150,1035,"ag"
1377,946,1425,946,1473,946,1521,946,1569,946,1617,946,1666,946,1666,1031,1617,1031,1569,1031,1521,1031,1473,1031,1425,1031,1377,1031,"again"
