16
175,370,195,370,215,370,235,370,255,370,275,370,296,370,296,443,275,443,255,443,235,443,215,443,195,443,175,443,"ab"
414,373,461,373,509,373,557,373,605,373,653,373,701,373,701,454,653,454,605,454,557,454,509,454,461,454,414,454,"about"
931,383,957,383,984,383,1011,383,1038,383,1065,383,1092,383,1092,464,1065,464,1038,464,1011,464,984,464,957,464,931,464,"abv"
1200,388,1247,388,1295,388,1343,388,1391,388,1439,388,1487,388,1487,475,1439,475,1391,475,1343,475,1295,475,1247,475,1200,475,"above"
169,565,190,565,211,565,232,565,253,565,274,565,296,565,296,639,274,639,253,639,232,639,211,639,190,639,169,639,"ac"
402,565,489,565,577,565,665,565,753,565,841,565,929,565,929,649,841,649,753,649,665,649,577,649,489,649,402,649,"according"
1149,570,1177,570,1206,570,1235,570,1263,570,1292,570,1321,570,1321,655,1292,655,1263,655,1235,655,1206,655,1177,655,1149,655,"acr"
1429,573,1484,573,1539,573,1594,573,1649,573,1704,573,1759,573,1759,659,1704,659,1649,659,1594,659,1539,659,1484,659,1429,659,"across"
154,759,174,759,194,759,214,759,234,759,254,759,275,759,275,834,254,834,234,834,214,834,194,834,174,834,154,834,"af"
401,755,450,755,499,755,548,755,597,755,646,755,696,755,696,844,646,844,597,844,548,844,499,844,450,844,401,844,"after"
1152,757,1181,757,1210,757,1239,757,1268,757,1297,757,1326,757,1326,844,1297,844,1268,844,1239,844,1210,844,1181,844,1152,844,"afn"
1440,763,1519,763,1599,763,1679,763,1759,763,1839,763,1919,763,1919,847,1839,847,1759,847,1679,847,1599,847,1519,847,1440,847,"afternoon"
153,960,182,960,212,960,242,960,271,960,301,960,331,960,331,1041,301,1041,271,1041,242,1041,212,1041,182,1041,153,1041,"afw"
460,955,547,955,635,955,723,955,811,955,899,955,987,955,987,1042,899,1042,811,1042,723,1042,635,1042,547,1042,460,1042,"afterward"
1155,958,1174,958,1193,958,1213,958,1232,958,1251,958,1271,958,1271,1037,1251,1037,1232,1037,1213,1037,1193,1037,1174,1037,1155,1037,"ag"
1379,958,1426,958,1473,958,1520,958,1567,958,1614,958,1661,958,1661,1036,1614,1036,1567,1036,1520,1036,1473,1036,1426,1036,1379,1036,"again"
