16
173,358,194,358,215,358,236,358,257,358,278,358,299,358,299,437,278,437,257,437,236,437,215,437,194,437,173,437,"ab"
414,367,463,367,512,367,561,367,610,367,659,367,709,367,709,448,659,448,610,448,561,448,512,448,463,448,414,448,"about"
927,375,955,375,983,375,1011,375,1039,375,1067,375,1095,375,1095,459,1067,459,1039,459,1011,459,983,459,955,459,927,459,"abv"
1200,375,1248,375,1297,375,1345,375,1394,375,1442,375,1491,375,1491,464,1442,464,1394,464,1345,464,1297,464,1248,464,1200,464,"above"
164,554,186,554,208,554,230,554,252,554,274,554,296,554,296,634,274,634,252,634,230,634,208,634,186,634,164,634,"ac"
395,556,484,556,573,556,662,556,751,556,840,556,929,556,929,641,840,641,751,641,662,641,573,641,484,641,395,641,"according"
1147,560,1177,560,1207,560,1238,560,1268,560,1298,560,1329,560,1329,648,1298,648,1268,648,1238,648,1207,648,1177,648,1147,648,"acr"
1430,562,1485,562,1540,562,1595,562,1650,562,1705,562,1760,562,1760,650,1705,650,1650,650,1595,650,1540,650,1485,650,1430,650,"across"
154,755,174,755,194,755,215,755,235,755,255,755,276,755,276,833,255,833,235,833,215,833,194,833,174,833,154,833,"af"
398,751,447,751,497,751,547,751,596,751,646,751,696,751,696,840,646,840,596,840,547,840,497,840,447,840,398,840,"after"
1154,753,1182,753,1211,753,1240,753,1268,753,1297,753,1326,753,1326,840,1297,840,1268,840,1240,840,1211,840,1182,840,1154,840,"afn"
1441,753,1520,753,1599,753,1678,753,1757,753,1836,753,1916,753,1916,842,1836,842,1757,842,1678,842,1599,842,1520,842,1441,842,"afternoon"
150,953,180,953,211,953,242,953,273,953,304,953,335,953,335,1040,304,1040,273,1040,242,1040,211,1040,180,1040,150,1040,"afw"
455,946,544,946,633,946,722,946,811,946,900,946,989,946,989,1038,900,1038,811,1038,722,1038,633,1038,544,1038,455,1038,"afterward"
1150,950,1170,950,1191,950,1212,950,1232,950,1253,950,1274,950,1274,1037,1253,1037,1232,1037,1212,1037,1191,1037,1170,1037,1150,1037,"ag"
1379,948,1427,948,1476,948,1524,948,1573,948,1621,948,1670,948,1670,1030,1621,1030,1573,1030,1524,1030,1476,1030,1427,1030,1379,1030,"again"
