11
220,413,244,403,269,393,293,384,318,374,342,364,367,355,380,379,354,388,329,398,304,407,278,417,253,426,228,436,"clock"
605,152,621,148,638,144,655,140,672,136,689,132,706,128,719,140,702,144,685,149,668,153,651,158,634,162,618,167,"fussy"
147,279,150,278,153,277,156,276,159,275,162,274,165,274,171,294,167,294,164,295,160,296,157,296,153,297,150,298,"m"
214,266,217,265,220,264,223,263,226,262,229,261,233,260,243,276,239,277,236,278,233,279,229,280,226,281,223,283,"b"
274,182,277,182,280,183,283,184,286,184,289,185,292,186,279,204,276,203,274,202,271,202,269,201,266,200,264,200,"f"
278,232,279,230,281,228,282,226,284,224,285,222,287,221,310,228,308,230,307,232,306,234,304,236,303,238,302,240,"t"
390,222,392,221,394,220,396,219,398,218,400,217,402,216,418,230,415,231,413,232,410,233,408,234,405,235,403,237,"t"
461,156,463,155,466,155,469,155,472,154,475,154,478,154,486,169,483,169,480,170,477,171,474,171,471,172,468,173,"m"
503,179,506,178,509,177,512,176,515,175,518,174,521,174,533,189,529,190,526,191,523,192,520,193,517,194,514,195,"g"
547,202,549,200,551,199,554,198,556,196,558,195,561,194,577,206,574,207,571,209,569,210,566,212,563,213,561,215,"n"
672,355,688,349,705,343,721,337,738,331,754,325,771,320,788,339,772,346,756,353,741,360,725,367,709,374,694,381,"inte"
