16
175,367,196,367,217,367,239,367,260,367,281,367,303,367,303,445,281,445,260,445,239,445,217,445,196,445,175,445,"ab"
414,375,462,375,511,375,560,375,609,375,658,375,707,375,707,460,658,460,609,460,560,460,511,460,462,460,414,460,"about"
930,386,957,386,984,386,1011,386,1038,386,1065,386,1093,386,1093,466,1065,466,1038,466,1011,466,984,466,957,466,930,466,"abv"
1200,386,1247,386,1295,386,1343,386,1391,386,1439,386,1487,386,1487,473,1439,473,1391,473,1343,473,1295,473,1247,473,1200,473,"above"
170,560,190,560,211,560,232,560,252,560,273,560,294,560,294,636,273,636,252,636,232,636,211,636,190,636,170,636,"ac"
398,567,486,567,574,567,662,567,750,567,838,567,927,567,927,647,838,647,750,647,662,647,574,647,486,647,398,647,"according"
1147,570,1176,570,1205,570,1234,570,1263,570,1292,570,1322,570,1322,657,1292,657,1263,657,1234,657,1205,657,1176,657,1147,657,"acr"
1429,574,1483,574,1538,574,1593,574,1648,574,1703,574,1758,574,1758,659,1703,659,1648,659,1593,659,1538,659,1483,659,1429,659,"across"
152,764,173,764,194,764,215,764,236,764,257,764,278,764,278,829,257,829,236,829,215,829,194,829,173,829,152,829,"af"
400,755,449,755,499,755,549,755,598,755,648,755,698,755,698,845,648,845,598,845,549,845,499,845,449,845,400,845,"after"
1148,760,1178,760,1208,760,1238,760,1268,760,1298,760,1329,760,1329,847,1298,847,1268,847,1238,847,1208,847,1178,847,1148,847,"afn"
1441,762,1520,762,1600,762,1679,762,1759,762,1838,762,1918,762,1918,845,1838,845,1759,845,1679,845,1600,845,1520,845,1441,845,"afternoon"
150,964,180,964,211,964,242,964,273,964,304,964,335,964,335,1046,304,1046,273,1046,242,1046,211,1046,180,1046,150,1046,"afw"
459,955,546,955,634,955,721,955,809,955,896,955,984,955,984,1042,896,1042,809,1042,721,1042,634,1042,546,1042,459,1042,"afterward"
1152,959,1172,959,1192,959,1212,959,1232,959,1252,959,1273,959,1273,1037,1252,1037,1232,1037,1212,1037,1192,1037,1172,1037,1152,1037,"ag"
1382,955,1428,955,1475,955,1522,955,1569,955,1616,955,1663,955,1663,1038,1616,1038,1569,1038,1522,1038,1475,1038,1428,1038,1382,1038,"again"
