16
173,363,194,363,215,363,237,363,258,363,279,363,301,363,301,450,279,450,258,450,237,450,215,450,194,450,173,450,"ab"
413,367,461,367,509,367,557,367,605,367,653,367,702,367,702,457,653,457,605,457,557,457,509,457,461,457,413,457,"about"
930,381,957,381,985,381,1012,381,1040,381,1067,381,1095,381,1095,462,1067,462,1040,462,1012,462,985,462,957,462,930,462,"abv"
1198,379,1246,379,1294,379,1342,379,1390,379,1438,379,1487,379,1487,471,1438,471,1390,471,1342,471,1294,471,1246,471,1198,471,"above"
168,560,189,560,210,560,231,560,252,560,273,560,294,560,294,631,273,631,252,631,231,631,210,631,189,631,168,631,"ac"
397,560,485,560,573,560,661,560,749,560,837,560,925,560,925,648,837,648,749,648,661,648,573,648,485,648,397,648,"according"
1148,570,1177,570,1206,570,1235,570,1264,570,1293,570,1322,570,1322,650,1293,650,1264,650,1235,650,1206,650,1177,650,1148,650,"acr"
1430,569,1484,569,1539,569,1593,569,1648,569,1702,569,1757,569,1757,654,1702,654,1648,654,1593,654,1539,654,1484,654,1430,654,"across"
154,755,175,755,196,755,217,755,238,755,259,755,280,755,280,836,259,836,238,836,217,836,196,836,175,836,154,836,"af"
402,757,451,757,500,757,550,757,599,757,648,757,698,757,698,842,648,842,599,842,550,842,500,842,451,842,402,842,"after"
1150,755,1179,755,1209,755,1238,755,1268,755,1297,755,1327,755,1327,843,1297,843,1268,843,1238,843,1209,843,1179,843,1150,843,"afn"
1437,758,1516,758,1596,758,1676,758,1756,758,1836,758,1916,758,1916,843,1836,843,1756,843,1676,843,1596,843,1516,843,1437,843,"afternoon"
150,959,182,959,214,959,246,959,278,959,310,959,343,959,343,1040,310,1040,278,1040,246,1040,214,1040,182,1040,150,1040,"afw"
450,950,540,950,630,950,720,950,810,950,900,950,991,950,991,1042,900,1042,810,1042,720,1042,630,1042,540,1042,450,1042,"afterward"
1154,953,1173,953,1192,953,1211,953,1230,953,1249,953,1269,953,1269,1033,1249,1033,1230,1033,1211,1033,1192,1033,1173,1033,1154,1033,"ag"
1375,950,1423,950,1471,950,1519,950,1567,950,1615,950,1664,950,1664,1031,1615,1031,1567,1031,1519,1031,1471,1031,1423,1031,1375,1031,"again"
